Symbol 1,Symbol 2,Symbol 3,Payout
BELL,JACKPOT,CLOVER,0.0
BELL,JACKPOT,GEM,0.0
BELL,JACKPOT,JACKPOT,0.0
BELL,JACKPOT,LEMON,0.0
BELL,LEMON,1X BAR,0.0
BELL,LEMON,2X BAR,0.22222
BELL,LEMON,3X BAR,0.33333
BELL,LEMON,SEVEN,0.77777
BELL,LEMON,BELL,0.0
BELL,LEMON,CHERRY,0.0
BELL,LEMON,CLOVER,0.0
BELL,LEMON,GEM,0.0
BELL,LEMON,JACKPOT,0.0
BELL,LEMON,LEMON,0.0
CHERRY,1X BAR,1X BAR,1.11111
CHERRY,1X BAR,2X BAR,0.22222
CHERRY,1X BAR,3X BAR,0.33333
CHERRY,1X BAR,SEVEN,0.77777
CHERRY,1X BAR,BELL,0.0
CHERRY,1X BAR,CHERRY,0.0
CHERRY,1X BAR,CLOVER,0.0
CHERRY,1X BAR,GEM,0.0
CHERRY,1X BAR,JACKPOT,0.0
CHERRY,1X BAR,LEMON,0.0
CHERRY,2X BAR,1X BAR,0.22222
CHERRY,2X BAR,2X BAR,2.22222
CHERRY,2X BAR,3X BAR,0.55555
CHERRY,2X BAR,SEVEN,0.99999
CHERRY,2X BAR,BELL,0.22222
CHERRY,2X BAR,CHERRY,0.22222
CHERRY,2X BAR,CLOVER,0.22222
CHERRY,2X BAR,GEM,0.22222
CHERRY,2X BAR,JACKPOT,0.22222
CHERRY,2X BAR,LEMON,0.22222
CHERRY,3X BAR,1X BAR,0.33333
CHERRY,3X BAR,2X BAR,0.55555
CHERRY,3X BAR,3X BAR,3.33333
CHERRY,3X BAR,SEVEN,1.1111
CHERRY,3X BAR,BELL,0.33333
CHERRY,3X BAR,CHERRY,0.33333
CHERRY,3X BAR,CLOVER,0.33333
CHERRY,3X BAR,GEM,0.33333
CHERRY,3X BAR,JACKPOT,0.33333
CHERRY,3X BAR,LEMON,0.33333
CHERRY,SEVEN,1X BAR,0.77777
CHERRY,SEVEN,2X BAR,0.99999
CHERRY,SEVEN,3X BAR,1.1111
CHERRY,SEVEN,SEVEN,7.77777
CHERRY,SEVEN,BELL,0.77777
CHERRY,SEVEN,CHERRY,0.77777
CHERRY,SEVEN,CLOVER,0.77777
CHERRY,SEVEN,GEM,0.77777
CHERRY,SEVEN,JACKPOT,0.77777
CHERRY,SEVEN,LEMON,0.77777
CHERRY,BELL,1X BAR,0.0
CHERRY,BELL,2X BAR,0.22222
CHERRY,BELL,3X BAR,0.33333
CHERRY,BELL,SEVEN,0.77777
CHERRY,BELL,BELL,0.0
CHERRY,BELL,CHERRY,0.0
CHERRY,BELL,CLOVER,0.0
CHERRY,BELL,GEM,0.0
CHERRY,BELL,JACKPOT,0.0
CHERRY,BELL,LEMON,0.0
CHERRY,CHERRY,1X BAR,0.0
CHERRY,CHERRY,2X BAR,0.22222
CHERRY,CHERRY,3X BAR,0.33333
CHERRY,CHERRY,SEVEN,0.77777
CHERRY,CHERRY,BELL,0.0
CHERRY,CHERRY,CHERRY,5.0
CHERRY,CHERRY,CLOVER,0.0
CHERRY,CHERRY,GEM,0.0
CHERRY,CHERRY,JACKPOT,0.0
CHERRY,CHERRY,LEMON,0.0
CHERRY,CLOVER,1X BAR,0.0
CHERRY,CLOVER,2X BAR,0.22222
CHERRY,CLOVER,3X BAR,0.33333
CHERRY,CLOVER,SEVEN,0.77777
CHERRY,CLOVER,BELL,0.0
CHERRY,CLOVER,CHERRY,0.0
CHERRY,CLOVER,CLOVER,0.0
CHERRY,CLOVER,GEM,0.0
CHERRY,CLOVER,JACKPOT,0.0
CHERRY,CLOVER,LEMON,0.0
CHERRY,GEM,1X BAR,0.0
CHERRY,GEM,2X BAR,0.22222
CHERRY,GEM,3X BAR,0.33333
CHERRY,GEM,SEVEN,0.77777
CHERRY,GEM,BELL,0.0
CHERRY,GEM,CHERRY,0.0
CHERRY,GEM,CLOVER,0.0
CHERRY,GEM,GEM,0.0
CHERRY,GEM,JACKPOT,0.0
CHERRY,GEM,LEMON,0.0
CHERRY,JACKPOT,1X BAR,0.0
CHERRY,JACKPOT,2X BAR,0.22222
CHERRY,JACKPOT,3X BAR,0.33333
CHERRY,JACKPOT,SEVEN,0.77777
CHERRY,JACKPOT,BELL,0.0
CHERRY,JACKPOT,CHERRY,0.0
CHERRY,JACKPOT,CLOVER,0.0
CHERRY,JACKPOT,GEM,0.0
CHERRY,JACKPOT,JACKPOT,0.0
CHERRY,JACKPOT,LEMON,0.0
CHERRY,LEMON,1X BAR,0.0
CHERRY,LEMON,2X BAR,0.22222
CHERRY,LEMON,3X BAR,0.33333
CHERRY,LEMON,SEVEN,0.77777
CHERRY,LEMON,BELL,0.0
CHERRY,LEMON,CHERRY,0.0
CHERRY,LEMON,CLOVER,0.0
CHERRY,LEMON,GEM,0.0
CHERRY,LEMON,JACKPOT,0.0
CHERRY,LEMON,LEMON,0.0
CLOVER,1X BAR,1X BAR,1.11111
CLOVER,1X BAR,2X BAR,0.22222
CLOVER,1X BAR,3X BAR,0.33333
CLOVER,1X BAR,SEVEN,0.77777
CLOVER,1X BAR,BELL,0.0
CLOVER,1X BAR,CHERRY,0.0
CLOVER,1X BAR,CLOVER,0.0
CLOVER,1X BAR,GEM,0.0
CLOVER,1X BAR,JACKPOT,0.0
CLOVER,1X BAR,LEMON,0.0
CLOVER,2X BAR,1X BAR,0.22222
CLOVER,2X BAR,2X BAR,2.22222
CLOVER,2X BAR,3X BAR,0.55555
CLOVER,2X BAR,SEVEN,0.99999
CLOVER,2X BAR,BELL,0.22222
CLOVER,2X BAR,CHERRY,0.22222
CLOVER,2X BAR,CLOVER,0.22222
CLOVER,2X BAR,GEM,0.22222
CLOVER,2X BAR,JACKPOT,0.22222
CLOVER,2X BAR,LEMON,0.22222
CLOVER,3X BAR,1X BAR,0.33333
CLOVER,3X BAR,2X BAR,0.55555
CLOVER,3X BAR,3X BAR,3.33333
CLOVER,3X BAR,SEVEN,1.1111
CLOVER,3X BAR,BELL,0.33333
CLOVER,3X BAR,CHERRY,0.33333
CLOVER,3X BAR,CLOVER,0.33333
CLOVER,3X BAR,GEM,0.33333
CLOVER,3X BAR,JACKPOT,0.33333
CLOVER,3X BAR,LEMON,0.33333
CLOVER,SEVEN,1X BAR,0.77777
CLOVER,SEVEN,2X BAR,0.99999
CLOVER,SEVEN,3X BAR,1.1111
CLOVER,SEVEN,SEVEN,7.77777
CLOVER,SEVEN,BELL,0.77777
CLOVER,SEVEN,CHERRY,0.77777
CLOVER,SEVEN,CLOVER,0.77777
CLOVER,SEVEN,GEM,0.77777
CLOVER,SEVEN,JACKPOT,0.77777
CLOVER,SEVEN,LEMON,0.77777
CLOVER,BELL,1X BAR,0.0
CLOVER,BELL,2X BAR,0.22222
CLOVER,BELL,3X BAR,0.33333
CLOVER,BELL,SEVEN,0.77777
CLOVER,BELL,BELL,0.0
CLOVER,BELL,CHERRY,0.0
CLOVER,BELL,CLOVER,0.0
CLOVER,BELL,GEM,0.0
CLOVER,BELL,JACKPOT,0.0
CLOVER,BELL,LEMON,0.0
CLOVER,CHERRY,1X BAR,0.0
CLOVER,CHERRY,2X BAR,0.22222
CLOVER,CHERRY,3X BAR,0.33333
CLOVER,CHERRY,SEVEN,0.77777
CLOVER,CHERRY,BELL,0.0
CLOVER,CHERRY,CHERRY,0.0
CLOVER,CHERRY,CLOVER,0.0
CLOVER,CHERRY,GEM,0.0
CLOVER,CHERRY,JACKPOT,0.0
CLOVER,CHERRY,LEMON,0.0
CLOVER,CLOVER,1X BAR,0.0
CLOVER,CLOVER,2X BAR,0.22222
CLOVER,CLOVER,3X BAR,0.33333
CLOVER,CLOVER,SEVEN,0.77777
CLOVER,CLOVER,BELL,0.0
CLOVER,CLOVER,CHERRY,0.0
CLOVER,CLOVER,CLOVER,5.0
CLOVER,CLOVER,GEM,0.0
CLOVER,CLOVER,JACKPOT,0.0
CLOVER,CLOVER,LEMON,0.0
CLOVER,GEM,1X BAR,0.0
CLOVER,GEM,2X BAR,0.22222
CLOVER,GEM,3X BAR,0.33333
CLOVER,GEM,SEVEN,0.77777
CLOVER,GEM,BELL,0.0
CLOVER,GEM,CHERRY,0.0
CLOVER,GEM,CLOVER,0.0
CLOVER,GEM,GEM,0.0
CLOVER,GEM,JACKPOT,0.0
CLOVER,GEM,LEMON,0.0
CLOVER,JACKPOT,1X BAR,0.0
CLOVER,JACKPOT,2X BAR,0.22222
CLOVER,JACKPOT,3X BAR,0.33333
CLOVER,JACKPOT,SEVEN,0.77777
CLOVER,JACKPOT,BELL,0.0
CLOVER,JACKPOT,CHERRY,0.0
CLOVER,JACKPOT,CLOVER,0.0
CLOVER,JACKPOT,GEM,0.0
CLOVER,JACKPOT,JACKPOT,0.0
CLOVER,JACKPOT,LEMON,0.0
CLOVER,LEMON,1X BAR,0.0
CLOVER,LEMON,2X BAR,0.22222
CLOVER,LEMON,3X BAR,0.33333
CLOVER,LEMON,SEVEN,0.77777
CLOVER,LEMON,BELL,0.0
CLOVER,LEMON,CHERRY,0.0
CLOVER,LEMON,CLOVER,0.0
CLOVER,LEMON,GEM,0.0
CLOVER,LEMON,JACKPOT,0.0
CLOVER,LEMON,LEMON,0.0
GEM,1X BAR,1X BAR,1.11111
GEM,1X BAR,2X BAR,0.22222
GEM,1X BAR,3X BAR,0.33333
GEM,1X BAR,SEVEN,0.77777
GEM,1X BAR,BELL,0.0
GEM,1X BAR,CHERRY,0.0
GEM,1X BAR,CLOVER,0.0
GEM,1X BAR,GEM,0.0
GEM,1X BAR,JACKPOT,0.0
GEM,1X BAR,LEMON,0.0
GEM,2X BAR,1X BAR,0.22222
GEM,2X BAR,2X BAR,2.22222
GEM,2X BAR,3X BAR,0.55555
GEM,2X BAR,SEVEN,0.99999
GEM,2X BAR,BELL,0.22222
GEM,2X BAR,CHERRY,0.22222
GEM,2X BAR,CLOVER,0.22222
GEM,2X BAR,GEM,0.22222
GEM,2X BAR,JACKPOT,0.22222
GEM,2X BAR,LEMON,0.22222
GEM,3X BAR,1X BAR,0.33333
GEM,3X BAR,2X BAR,0.55555
GEM,3X BAR,3X BAR,3.33333
GEM,3X BAR,SEVEN,1.1111
GEM,3X BAR,BELL,0.33333
GEM,3X BAR,CHERRY,0.33333
GEM,3X BAR,CLOVER,0.33333
GEM,3X BAR,GEM,0.33333
GEM,3X BAR,JACKPOT,0.33333
GEM,3X BAR,LEMON,0.33333
GEM,SEVEN,1X BAR,0.77777
GEM,SEVEN,2X BAR,0.99999
GEM,SEVEN,3X BAR,1.1111
GEM,SEVEN,SEVEN,7.77777
GEM,SEVEN,BELL,0.77777
GEM,SEVEN,CHERRY,0.77777
GEM,SEVEN,CLOVER,0.77777
GEM,SEVEN,GEM,0.77777
GEM,SEVEN,JACKPOT,0.77777
GEM,SEVEN,LEMON,0.77777
GEM,BELL,1X BAR,0.0
GEM,BELL,2X BAR,0.22222
GEM,BELL,3X BAR,0.33333
GEM,BELL,SEVEN,0.77777
GEM,BELL,BELL,0.0
GEM,BELL,CHERRY,0.0
GEM,BELL,CLOVER,0.0
GEM,BELL,GEM,0.0
GEM,BELL,JACKPOT,0.0
GEM,BELL,LEMON,0.0
GEM,CHERRY,1X BAR,0.0
GEM,CHERRY,2X BAR,0.22222
GEM,CHERRY,3X BAR,0.33333
GEM,CHERRY,SEVEN,0.77777
GEM,CHERRY,BELL,0.0
GEM,CHERRY,CHERRY,0.0
GEM,CHERRY,CLOVER,0.0
GEM,CHERRY,GEM,0.0
GEM,CHERRY,JACKPOT,0.0
GEM,CHERRY,LEMON,0.0
GEM,CLOVER,1X BAR,0.0
GEM,CLOVER,2X BAR,0.22222
GEM,CLOVER,3X BAR,0.33333
GEM,CLOVER,SEVEN,0.77777
GEM,CLOVER,BELL,0.0
GEM,CLOVER,CHERRY,0.0
GEM,CLOVER,CLOVER,0.0
GEM,CLOVER,GEM,0.0
GEM,CLOVER,JACKPOT,0.0
GEM,CLOVER,LEMON,0.0
GEM,GEM,1X BAR,0.0
GEM,GEM,2X BAR,0.22222
GEM,GEM,3X BAR,0.33333
GEM,GEM,SEVEN,0.77777
GEM,GEM,BELL,0.0
GEM,GEM,CHERRY,0.0
GEM,GEM,CLOVER,0.0
GEM,GEM,GEM,5.0
GEM,GEM,JACKPOT,0.0
GEM,GEM,LEMON,0.0
GEM,JACKPOT,1X BAR,0.0
GEM,JACKPOT,2X BAR,0.22222
GEM,JACKPOT,3X BAR,0.33333
GEM,JACKPOT,SEVEN,0.77777
GEM,JACKPOT,BELL,0.0
GEM,JACKPOT,CHERRY,0.0
GEM,JACKPOT,CLOVER,0.0
GEM,JACKPOT,GEM,0.0
GEM,JACKPOT,JACKPOT,0.0
GEM,JACKPOT,LEMON,0.0
GEM,LEMON,1X BAR,0.0
GEM,LEMON,2X BAR,0.22222
GEM,LEMON,3X BAR,0.33333
GEM,LEMON,SEVEN,0.77777
GEM,LEMON,BELL,0.0
GEM,LEMON,CHERRY,0.0
GEM,LEMON,CLOVER,0.0
GEM,LEMON,GEM,0.0
GEM,LEMON,JACKPOT,0.0
GEM,LEMON,LEMON,0.0
JACKPOT,1X BAR,1X BAR,1.11111
JACKPOT,1X BAR,2X BAR,0.22222
JACKPOT,1X BAR,3X BAR,0.33333
JACKPOT,1X BAR,SEVEN,0.77777
JACKPOT,1X BAR,BELL,0.0
JACKPOT,1X BAR,CHERRY,0.0
JACKPOT,1X BAR,CLOVER,0.0
JACKPOT,1X BAR,GEM,0.0
JACKPOT,1X BAR,JACKPOT,0.0
JACKPOT,1X BAR,LEMON,0.0
JACKPOT,2X BAR,1X BAR,0.22222
JACKPOT,2X BAR,2X BAR,2.22222
JACKPOT,2X BAR,3X BAR,0.55555
JACKPOT,2X BAR,SEVEN,0.99999
JACKPOT,2X BAR,BELL,0.22222
JACKPOT,2X BAR,CHERRY,0.22222
JACKPOT,2X BAR,CLOVER,0.22222
JACKPOT,2X BAR,GEM,0.22222
JACKPOT,2X BAR,JACKPOT,0.22222
JACKPOT,2X BAR,LEMON,0.22222
JACKPOT,3X BAR,1X BAR,0.33333
JACKPOT,3X BAR,2X BAR,0.55555
JACKPOT,3X BAR,3X BAR,3.33333
JACKPOT,3X BAR,SEVEN,1.1111
JACKPOT,3X BAR,BELL,0.33333
JACKPOT,3X BAR,CHERRY,0.33333
JACKPOT,3X BAR,CLOVER,0.33333
JACKPOT,3X BAR,GEM,0.33333
JACKPOT,3X BAR,JACKPOT,0.33333
JACKPOT,3X BAR,LEMON,0.33333
JACKPOT,SEVEN,1X BAR,0.77777
JACKPOT,SEVEN,2X BAR,0.99999
JACKPOT,SEVEN,3X BAR,1.1111
JACKPOT,SEVEN,SEVEN,7.77777
JACKPOT,SEVEN,BELL,0.77777
JACKPOT,SEVEN,CHERRY,0.77777
JACKPOT,SEVEN,CLOVER,0.77777
JACKPOT,SEVEN,GEM,0.77777
JACKPOT,SEVEN,JACKPOT,0.77777
JACKPOT,SEVEN,LEMON,0.77777
JACKPOT,BELL,1X BAR,0.0
JACKPOT,BELL,2X BAR,0.22222
JACKPOT,BELL,3X BAR,0.33333
JACKPOT,BELL,SEVEN,0.77777
JACKPOT,BELL,BELL,0.0
JACKPOT,BELL,CHERRY,0.0
JACKPOT,BELL,CLOVER,0.0
JACKPOT,BELL,GEM,0.0
JACKPOT,BELL,JACKPOT,0.0
JACKPOT,BELL,LEMON,0.0
JACKPOT,CHERRY,1X BAR,0.0
JACKPOT,CHERRY,2X BAR,0.22222
JACKPOT,CHERRY,3X BAR,0.33333
JACKPOT,CHERRY,SEVEN,0.77777
JACKPOT,CHERRY,BELL,0.0
JACKPOT,CHERRY,CHERRY,0.0
JACKPOT,CHERRY,CLOVER,0.0
JACKPOT,CHERRY,GEM,0.0
JACKPOT,CHERRY,JACKPOT,0.0
JACKPOT,CHERRY,LEMON,0.0
JACKPOT,CLOVER,1X BAR,0.0
JACKPOT,CLOVER,2X BAR,0.22222
JACKPOT,CLOVER,3X BAR,0.33333
JACKPOT,CLOVER,SEVEN,0.77777
JACKPOT,CLOVER,BELL,0.0
JACKPOT,CLOVER,CHERRY,0.0
JACKPOT,CLOVER,CLOVER,0.0
JACKPOT,CLOVER,GEM,0.0
JACKPOT,CLOVER,JACKPOT,0.0
JACKPOT,CLOVER,LEMON,0.0
JACKPOT,GEM,1X BAR,0.0
JACKPOT,GEM,2X BAR,0.22222
JACKPOT,GEM,3X BAR,0.33333
JACKPOT,GEM,SEVEN,0.77777
JACKPOT,GEM,BELL,0.0
JACKPOT,GEM,CHERRY,0.0
JACKPOT,GEM,CLOVER,0.0
JACKPOT,GEM,GEM,0.0
JACKPOT,GEM,JACKPOT,0.0
JACKPOT,GEM,LEMON,0.0
JACKPOT,JACKPOT,1X BAR,0.0
JACKPOT,JACKPOT,2X BAR,0.22222
JACKPOT,JACKPOT,3X BAR,0.33333
JACKPOT,JACKPOT,SEVEN,0.77777
JACKPOT,JACKPOT,BELL,0.0
JACKPOT,JACKPOT,CHERRY,0.0
JACKPOT,JACKPOT,CLOVER,0.0
JACKPOT,JACKPOT,GEM,0.0
JACKPOT,JACKPOT,JACKPOT,100.0
JACKPOT,JACKPOT,LEMON,0.0
JACKPOT,LEMON,1X BAR,0.0
JACKPOT,LEMON,2X BAR,0.22222
JACKPOT,LEMON,3X BAR,0.33333
JACKPOT,LEMON,SEVEN,0.77777
JACKPOT,LEMON,BELL,0.0
JACKPOT,LEMON,CHERRY,0.0
JACKPOT,LEMON,CLOVER,0.0
JACKPOT,LEMON,GEM,0.0
JACKPOT,LEMON,JACKPOT,0.0
JACKPOT,LEMON,LEMON,0.0
LEMON,1X BAR,1X BAR,1.11111
LEMON,1X BAR,2X BAR,0.22222
LEMON,1X BAR,3X BAR,0.33333
LEMON,1X BAR,SEVEN,0.77777
LEMON,1X BAR,BELL,0.0
LEMON,1X BAR,CHERRY,0.0
LEMON,1X BAR,CLOVER,0.0
LEMON,1X BAR,GEM,0.0
LEMON,1X BAR,JACKPOT,0.0
LEMON,1X BAR,LEMON,0.0
LEMON,2X BAR,1X BAR,0.22222
LEMON,2X BAR,2X BAR,2.22222
LEMON,2X BAR,3X BAR,0.55555
LEMON,2X BAR,SEVEN,0.99999
LEMON,2X BAR,BELL,0.22222
LEMON,2X BAR,CHERRY,0.22222
LEMON,2X BAR,CLOVER,0.22222
LEMON,2X BAR,GEM,0.22222
LEMON,2X BAR,JACKPOT,0.22222
LEMON,2X BAR,LEMON,0.22222
LEMON,3X BAR,1X BAR,0.33333
LEMON,3X BAR,2X BAR,0.55555
LEMON,3X BAR,3X BAR,3.33333
LEMON,3X BAR,SEVEN,1.1111
LEMON,3X BAR,BELL,0.33333
LEMON,3X BAR,CHERRY,0.33333
LEMON,3X BAR,CLOVER,0.33333
LEMON,3X BAR,GEM,0.33333
LEMON,3X BAR,JACKPOT,0.33333
LEMON,3X BAR,LEMON,0.33333
LEMON,SEVEN,1X BAR,0.77777
LEMON,SEVEN,2X BAR,0.99999
LEMON,SEVEN,3X BAR,1.1111
LEMON,SEVEN,SEVEN,7.77777
LEMON,SEVEN,BELL,0.77777
LEMON,SEVEN,CHERRY,0.77777
LEMON,SEVEN,CLOVER,0.77777
LEMON,SEVEN,GEM,0.77777
LEMON,SEVEN,JACKPOT,0.77777
LEMON,SEVEN,LEMON,0.77777
LEMON,BELL,1X BAR,0.0
LEMON,BELL,2X BAR,0.22222
LEMON,BELL,3X BAR,0.33333
LEMON,BELL,SEVEN,0.77777
LEMON,BELL,BELL,0.0
LEMON,BELL,CHERRY,0.0
LEMON,BELL,CLOVER,0.0
LEMON,BELL,GEM,0.0
LEMON,BELL,JACKPOT,0.0
LEMON,BELL,LEMON,0.0
LEMON,CHERRY,1X BAR,0.0
LEMON,CHERRY,2X BAR,0.22222
LEMON,CHERRY,3X BAR,0.33333
LEMON,CHERRY,SEVEN,0.77777
LEMON,CHERRY,BELL,0.0
LEMON,CHERRY,CHERRY,0.0
LEMON,CHERRY,CLOVER,0.0
LEMON,CHERRY,GEM,0.0
LEMON,CHERRY,JACKPOT,0.0
LEMON,CHERRY,LEMON,0.0
LEMON,CLOVER,1X BAR,0.0
LEMON,CLOVER,2X BAR,0.22222
LEMON,CLOVER,3X BAR,0.33333
LEMON,CLOVER,SEVEN,0.77777
LEMON,CLOVER,BELL,0.0
LEMON,CLOVER,CHERRY,0.0
LEMON,CLOVER,CLOVER,0.0
LEMON,CLOVER,GEM,0.0
LEMON,CLOVER,JACKPOT,0.0
LEMON,CLOVER,LEMON,0.0
LEMON,GEM,1X BAR,0.0
LEMON,GEM,2X BAR,0.22222
LEMON,GEM,3X BAR,0.33333
LEMON,GEM,SEVEN,0.77777
LEMON,GEM,BELL,0.0
LEMON,GEM,CHERRY,0.0
LEMON,GEM,CLOVER,0.0
LEMON,GEM,GEM,0.0
LEMON,GEM,JACKPOT,0.0
LEMON,GEM,LEMON,0.0
LEMON,JACKPOT,1X BAR,0.0
LEMON,JACKPOT,2X BAR,0.22222
LEMON,JACKPOT,3X BAR,0.33333
LEMON,JACKPOT,SEVEN,0.77777
LEMON,JACKPOT,BELL,0.0
LEMON,JACKPOT,CHERRY,0.0
LEMON,JACKPOT,CLOVER,0.0
LEMON,JACKPOT,GEM,0.0
LEMON,JACKPOT,JACKPOT,0.0
LEMON,JACKPOT,LEMON,0.0
LEMON,LEMON,1X BAR,0.0
LEMON,LEMON,2X BAR,0.22222
LEMON,LEMON,3X BAR,0.33333
LEMON,LEMON,SEVEN,0.77777
LEMON,LEMON,BELL,0.0
LEMON,LEMON,CHERRY,0.0
LEMON,LEMON,CLOVER,0.0
LEMON,LEMON,GEM,0.0
LEMON,LEMON,JACKPOT,0.0
LEMON,LEMON,LEMON,5.0
